tweet_text,cyberbullying_type
pro death penalty anti provision care regulation free market better,other_cyberbullying
sadly answer block mute best way go,other_cyberbullying
however scale use track certain number user target user looking work,other_cyberbullying
point know getting harass er vote aplenty choice,other_cyberbullying
know like undecided uneasy hesitant neo,other_cyberbullying
nasty freak like,other_cyberbullying
right dealing friend getting rape death threat sorry anger really big deal later,other_cyberbullying
minority status relevant due accusation though,other_cyberbullying
danger mechanical keyboard fast,other_cyberbullying
national champ undecided uneasy hesitant,other_cyberbullying
except adder legal next troll,other_cyberbullying
keep bullying,other_cyberbullying
wishing arena partner really want get happening,other_cyberbullying
first person bring food get custom block list choosing,other_cyberbullying
magical dick scrub,other_cyberbullying
lately,other_cyberbullying
hate talk people say something want something get,other_cyberbullying
hey guy tote ha pull request x cleverly disguised undecided uneasy hesitant,other_cyberbullying
people bullying need,other_cyberbullying
eh appear real person troll abuse thrown woman,other_cyberbullying
sassy girl rule,other_cyberbullying
glad happy face,other_cyberbullying
nothing bomb trump ugly undecided uneasy hesitant,other_cyberbullying
always tall poppy syndrome since sabotage behaviour get national,other_cyberbullying
system zed terrorism creep closer closer tech community becoming new hunting ground,other_cyberbullying
well undecided uneasy hesitant,other_cyberbullying
godmother,other_cyberbullying
think going push people outside safety get better promotion review,other_cyberbullying
bitch talk bad bad undecided uneasy hesitant,other_cyberbullying
heart heart heart sly though massive red save much money,other_cyberbullying
must able interview dog undecided uneasy hesitant,other_cyberbullying
someone probably archive somewhere,other_cyberbullying
legit want primer living bay area ever note selling sock say,other_cyberbullying
sadness sadness,other_cyberbullying
st rep find gut stand idiot,other_cyberbullying
said anything,other_cyberbullying
like clan enough nark steady stream misogynistic jerk keep undecided uneasy hesitant,other_cyberbullying
handed book coupon bra,other_cyberbullying
thought significant would targeted,other_cyberbullying
pretty much thought,other_cyberbullying
none people high profile w many identify feminist tweet feminist thing old t,other_cyberbullying
sister,other_cyberbullying
seen way many abuse preventative lately suggest sort pay wall get behind,other_cyberbullying
exactly aha feel aha bully time aha,other_cyberbullying
need water instruction call otherwise worked well undecided uneasy hesitant fra,other_cyberbullying
agreed sick seeing undecided uneasy hesitant j,other_cyberbullying
let u beat undecided uneasy hesitant,other_cyberbullying
people keep stuff posted site tie undecided uneasy hesitant dun dun,other_cyberbullying
think go hell hate want stab death,other_cyberbullying
bet take industrial strength prepare listen idiot ramble every night,other_cyberbullying
happiest ever undecided uneasy hesitant,other_cyberbullying
disappointed never group,other_cyberbullying
today twitter congress code code code world warcraft,other_cyberbullying
san fat hubby hath bullying cry fat hat o,other_cyberbullying
god believe horoscope un follow retarded undecided uneasy hesitant,other_cyberbullying
hardly remember anything go ben hah,other_cyberbullying
yeah good horror genre,other_cyberbullying
grizzly beat team trying tank damn pathetic,other_cyberbullying
stuck deeply uncomfortable conversation guy telling got reverse racist help,other_cyberbullying
stopped listening first utterance even stunning,other_cyberbullying
precisely many problem post,other_cyberbullying
lord save indignant white dude tech telling act ladylike demure eat poop,other_cyberbullying
pathetically low amount female engineer cool female reporter,other_cyberbullying
crap ever see idiot running around field,other_cyberbullying
cable class,other_cyberbullying
may try locate another hug,other_cyberbullying
stupid got,other_cyberbullying
one said threat serious however difference gate,other_cyberbullying
libel code yearn day hear someone say court,other_cyberbullying
like take th,other_cyberbullying
season going insane wait undecided uneasy hesitant,other_cyberbullying
hey watch,other_cyberbullying
call go people like reason need feminism,other_cyberbullying
care avoid big city,other_cyberbullying
know people bully,other_cyberbullying
call sensitive bitch give problem,other_cyberbullying
yo pax year right find person undecided uneasy hesitant,other_cyberbullying
idiot idiot know difference person tin undecided uneasy hesitant,other_cyberbullying
regardless fighting logic data work people try,other_cyberbullying
private message,other_cyberbullying
people mean well rhetoric still used calculated strategy stop discussion,other_cyberbullying
officer look ready cry,other_cyberbullying
hate mayor ga call government name,other_cyberbullying
wait wash food,other_cyberbullying
wed,other_cyberbullying
believe mi bully daughter mi track like,other_cyberbullying
food bully,other_cyberbullying
wishing girl would stop bullying via twitter,other_cyberbullying
undecided uneasy hesitant nu bo,other_cyberbullying
seriously see one several case turn comment false straw man,other_cyberbullying
kat bob love child,other_cyberbullying
blasphemy,other_cyberbullying
never seen describe aspect technology way make sense,other_cyberbullying
tree pretty short,other_cyberbullying
stress tired hate feeling,other_cyberbullying
wah lat bully,other_cyberbullying
going see movie excited,other_cyberbullying
take village raise child village idiot believe slogan undecided uneasy hesitant pry,other_cyberbullying
rubbish always bully bully friend enough ah hah,other_cyberbullying
pro tip never freedom wander around jerk without consequence,other_cyberbullying
looking forward ash camilla butting head girl drama would great,other_cyberbullying
terrifying think would want lower tier undecided uneasy hesitant ak,other_cyberbullying
feel car rocking wind freaky,other_cyberbullying
try na alien,other_cyberbullying
company tongue sticking cheeky playful blowing raspberry sorry crazy year,other_cyberbullying
wow love group million innocent people make sense guess,other_cyberbullying
actual word denotation,other_cyberbullying
trying spout nonsense people hacker news reply amusing heart undecided uneasy hesitant,other_cyberbullying
meet puppy shepherd mix bit bigger see,other_cyberbullying
blizzard taking aim toxic player hero storm undecided uneasy hesitant rog undecided uneasy hesitant,other_cyberbullying
please fix computer need finish book scored need got please,other_cyberbullying
bully bully time,other_cyberbullying
anti men say every men note quote existence,other_cyberbullying
creep get usually people barely know,other_cyberbullying
loo stop bullying innocent little girl,other_cyberbullying
oh bullying tweet find extreme brat know,other_cyberbullying
cola gone take earphone,other_cyberbullying
foster classy,other_cyberbullying
pussy powerful drug grinning face sweat undecided uneasy hesitant,other_cyberbullying
